schools,year,hhabit,parksd,medu,girl,sports,bmi,chrt
11,2035,No,7,8,No,No,30.975266,0
29,2037,No,3,12,Yes,No,29.019236,0
31,2032,No,3,10,Yes,Yes,26.488966,2038
37,2033,No,6,9,No,Yes,18.08013,2036
25,2037,No,5,9,No,Yes,18.608086,0
21,2035,No,4,18,Yes,Yes,23.449053,0
10,2035,No,6,8,Yes,Yes,33.687935,0
25,2034,No,5,0,No,Yes,24.359011,0
33,2032,No,3,8,Yes,Yes,30.512917,2038
10,2038,No,6,5,No,Yes,30.836042,0
20,2032,No,4,13,Yes,No,32.197651,0
32,2036,No,3,7,Yes,No,23.920321,2038
8,2039,No,4,8,Yes,Yes,19.940775,0
2,2034,Yes,6,8,Yes,No,20.523462,2034
24,2033,No,5,11,No,Yes,22.220789,0
36,2035,No,3,10,No,Yes,27.693388,2036
6,2036,No,6,12,Yes,Yes,22.303904,0
33,2040,Yes,3,7,Yes,Yes,32.183987,2038
5,2034,No,4,16,No,No,22.687071,0
27,2032,No,6,11,Yes,Yes,25.335318,0
33,2036,No,3,11,Yes,Yes,31.432961,2038
16,2037,No,3,9,Yes,Yes,21.950354,0
13,2036,No,3,12,Yes,No,25.129343,0
14,2039,No,5,12,Yes,Yes,23.110458,0
3,2038,Yes,5,9,No,Yes,22.491291,2034
13,2040,No,3,9,No,Yes,30.931263,0
9,2038,No,3,11,No,Yes,19.235641,0
29,2035,No,3,9,Yes,Yes,32.210701,0
29,2035,No,3,10,No,Yes,22.922312,0
33,2035,No,3,9,No,Yes,24.838985,2038
2,2040,Yes,6,10,No,Yes,26.152363,2034
2,2032,No,6,9,Yes,No,36.601025,2034
14,2033,No,5,15,Yes,No,33.869083,0
4,2035,No,5,11,No,No,33.882236,0
28,2035,No,3,8,No,Yes,26.333445,0
14,2036,No,5,14,Yes,Yes,25.804247,0
6,2039,No,6,10,Yes,Yes,24.522671,0
30,2034,No,6,9,Yes,Yes,30.878616,0
10,2035,No,6,12,Yes,No,25.815018,0
18,2037,No,5,17,Yes,Yes,20.700096,0
17,2039,No,6,11,Yes,No,20.751738,0
4,2036,No,5,9,Yes,No,34.096336,0
39,2037,Yes,6,7,Yes,Yes,17.615957,2036
9,2032,No,3,9,No,Yes,31.601812,0
23,2035,No,2,19,Yes,No,24.873661,0
18,2036,No,5,8,No,Yes,31.246439,0
5,2038,No,4,11,No,No,30.771929,0
15,2034,No,5,10,Yes,Yes,19.086359,0
8,2036,No,4,9,Yes,Yes,28.384237,0
6,2035,No,6,9,Yes,Yes,15.796506,0
4,2037,No,5,10,Yes,Yes,18.408966,0
38,2035,No,7,9,Yes,No,20.476833,2036
26,2038,No,4,9,No,Yes,17.653126,0
8,2033,No,4,13,No,Yes,16.660276,0
10,2039,No,6,9,Yes,Yes,28.572704,0
16,2036,No,3,9,Yes,Yes,26.612865,0
29,2039,No,3,17,No,No,33.20121,0
17,2037,No,6,9,Yes,No,31.640757,0
10,2037,No,6,9,Yes,Yes,22.409391,0
25,2037,No,5,8,No,Yes,24.570923,0
1,2033,No,6,9,Yes,Yes,29.435223,2034
19,2032,No,5,9,Yes,Yes,30.700193,0
14,2037,No,5,10,No,Yes,32.639843,0
35,2033,No,3,8,Yes,Yes,32.61367,2038
4,2035,No,5,10,No,Yes,29.443916,0
9,2034,No,3,14,No,Yes,24.076809,0
31,2034,No,3,10,No,Yes,28.241081,2038
26,2034,No,4,10,No,No,21.02594,0
11,2034,No,7,8,Yes,Yes,20.771502,0
14,2040,No,5,8,Yes,Yes,26.100594,0
15,2039,No,5,13,Yes,Yes,36.133129,0
20,2038,No,4,8,No,No,24.445635,0
18,2039,No,5,9,Yes,Yes,19.891594,0
30,2032,No,6,7,No,Yes,18.706743,0
34,2040,Yes,3,11,No,Yes,25.781734,2038
22,2033,No,5,9,No,Yes,30.772055,0
36,2032,No,3,12,No,Yes,30.958168,2036
39,2034,No,6,11,Yes,No,20.452572,2036
27,2035,No,6,4,Yes,Yes,24.227001,0
11,2034,No,7,10,Yes,Yes,15.953006,0
12,2033,No,5,9,Yes,Yes,22.857727,0
8,2040,No,4,13,Yes,Yes,34.864368,0
16,2040,No,3,8,No,No,31.883074,0
35,2032,No,3,10,No,Yes,25.631477,2038
1,2039,Yes,6,9,Yes,No,28.875759,2034
23,2038,No,2,14,Yes,No,24.967134,0
18,2038,No,5,8,Yes,Yes,37.16116,0
20,2040,No,4,9,Yes,No,26.411085,0
19,2034,No,5,12,No,Yes,30.393702,0
1,2034,Yes,6,9,Yes,Yes,20.932383,2034
1,2032,No,6,11,Yes,Yes,29.84355,2034
24,2032,No,5,18,No,Yes,28.7644,0
24,2033,No,5,9,No,Yes,20.501169,0
35,2036,No,3,12,No,Yes,23.600315,2038
15,2040,No,5,11,Yes,Yes,32.98634,0
33,2035,No,3,9,Yes,Yes,28.732624,2038
24,2039,No,5,15,No,Yes,25.177755,0
20,2036,No,4,14,Yes,Yes,19.938559,0
28,2037,No,3,9,Yes,Yes,22.6859,0
38,2039,Yes,7,9,No,Yes,26.788548,2036
9,2033,No,3,9,No,Yes,34.140591,0
29,2038,No,3,10,No,No,31.896351,0
29,2037,No,3,9,Yes,Yes,32.369049,0
29,2033,No,3,10,Yes,Yes,15.801429,0
18,2032,No,5,9,No,Yes,23.953253,0
24,2038,No,5,9,No,No,29.501913,0
39,2034,No,6,9,No,Yes,17.015078,2036
13,2035,No,3,9,No,Yes,19.088406,0
16,2034,No,3,15,Yes,No,22.327755,0
29,2032,No,3,9,Yes,Yes,33.256649,0
17,2038,No,6,9,No,No,32.279003,0
22,2037,No,5,11,No,No,21.29212,0
6,2032,No,6,7,Yes,Yes,18.398897,0
8,2039,No,4,11,Yes,No,23.69548,0
23,2032,No,2,7,Yes,Yes,32.92881,0
29,2040,No,3,10,No,Yes,24.049438,0
5,2034,No,4,9,Yes,No,23.245871,0
34,2034,No,3,8,No,No,26.724861,2038
36,2036,Yes,3,12,No,Yes,29.866669,2036
23,2034,No,2,10,No,No,26.80895,0
20,2035,No,4,7,Yes,Yes,24.745436,0
39,2039,Yes,6,10,Yes,Yes,34.667526,2036
30,2038,No,6,9,Yes,Yes,28.811331,0
2,2038,Yes,6,9,Yes,Yes,21.945423,2034
16,2040,No,3,11,No,No,32.992149,0
30,2032,No,6,4,Yes,Yes,21.803844,0
16,2033,No,3,11,Yes,Yes,27.98296,0
26,2037,No,4,7,Yes,Yes,33.660954,0
29,2040,No,3,14,No,Yes,24.021025,0
10,2038,No,6,7,No,No,20.454069,0
10,2039,No,6,12,Yes,Yes,21.163662,0
10,2040,No,6,9,Yes,Yes,27.262589,0
22,2035,No,5,7,Yes,Yes,24.427597,0
16,2039,No,3,11,No,No,25.113882,0
35,2037,No,3,0,No,No,18.53985,2038
32,2036,No,3,9,Yes,Yes,19.925087,2038
37,2040,Yes,6,10,Yes,Yes,34.890926,2036
29,2037,No,3,11,Yes,Yes,36.966621,0
34,2036,No,3,9,Yes,Yes,26.76449,2038
40,2034,No,4,9,No,No,19.492048,2036
27,2037,No,6,8,No,No,32.509243,0
33,2035,No,3,9,No,Yes,22.5186,2038
18,2035,No,5,9,No,No,25.396572,0
13,2032,No,3,19,No,No,26.891779,0
36,2033,No,3,12,No,Yes,24.645138,2036
26,2038,No,4,13,Yes,Yes,30.779085,0
26,2040,No,4,9,No,Yes,16.718441,0
40,2035,No,4,10,No,No,31.835066,2036
20,2040,No,4,13,No,Yes,17.969366,0
30,2040,No,6,11,No,No,22.208862,0
30,2040,No,6,9,Yes,No,30.38199,0
36,2038,Yes,3,8,No,Yes,25.871193,2036
1,2033,No,6,9,No,No,20.147751,2034
24,2035,No,5,9,Yes,Yes,29.026051,0
2,2038,Yes,6,8,Yes,Yes,26.172585,2034
17,2034,No,6,10,No,No,32.893517,0
21,2033,No,4,18,No,Yes,29.036617,0
21,2034,No,4,17,No,Yes,29.886459,0
22,2035,No,5,9,No,Yes,19.295876,0
39,2036,Yes,6,9,Yes,Yes,29.346659,2036
34,2038,Yes,3,9,No,Yes,25.401375,2038
36,2036,Yes,3,12,No,Yes,20.102465,2036
11,2033,No,7,9,No,Yes,15.385455,0
18,2037,No,5,12,Yes,No,37.113392,0
17,2032,No,6,12,No,Yes,20.525513,0
11,2038,No,7,8,Yes,Yes,25.26515,0
4,2038,No,5,11,No,Yes,34.293022,0
36,2033,No,3,8,Yes,Yes,22.849182,2036
31,2039,Yes,3,9,No,No,27.114811,2038
38,2039,Yes,7,9,No,No,34.615494,2036
21,2036,No,4,10,No,No,23.424364,0
40,2032,No,4,9,Yes,No,22.358564,2036
3,2035,Yes,5,9,Yes,Yes,18.100313,2034
12,2040,No,5,11,Yes,Yes,27.406927,0
10,2033,No,6,14,Yes,Yes,29.774582,0
18,2033,No,5,8,No,Yes,29.19224,0
24,2037,No,5,11,Yes,Yes,30.632759,0
29,2036,No,3,9,Yes,No,33.46233,0
4,2038,No,5,12,Yes,Yes,26.309225,0
10,2039,No,6,13,Yes,Yes,26.467236,0
15,2033,No,5,9,Yes,Yes,21.69735,0
10,2036,No,6,0,No,Yes,31.664942,0
8,2032,No,4,19,Yes,Yes,32.302551,0
35,2040,Yes,3,7,No,No,21.691479,2038
15,2037,No,5,8,No,Yes,19.099947,0
22,2035,No,5,8,No,No,33.357811,0
10,2038,No,6,9,Yes,Yes,18.245369,0
33,2033,No,3,7,No,No,21.682554,2038
16,2034,No,3,8,Yes,Yes,26.467684,0
32,2037,No,3,9,Yes,No,31.227165,2038
33,2035,No,3,0,No,No,23.571407,2038
35,2034,No,3,10,No,Yes,22.292212,2038
5,2039,No,4,8,No,Yes,22.36343,0
10,2033,No,6,9,Yes,Yes,33.185757,0
26,2037,No,4,9,No,Yes,18.683184,0
3,2036,Yes,5,9,Yes,Yes,17.975824,2034
18,2037,No,5,9,Yes,Yes,22.158953,0
5,2037,No,4,9,Yes,No,34.502254,0
31,2035,No,3,9,Yes,No,26.612602,2038
3,2037,Yes,5,9,Yes,No,20.191164,2034
1,2034,Yes,6,0,No,Yes,22.869854,2034
22,2038,No,5,9,Yes,No,23.96212,0
4,2032,No,5,10,Yes,No,27.123264,0
2,2038,Yes,6,10,No,Yes,26.548815,2034
30,2036,No,6,9,Yes,Yes,23.027372,0
23,2032,No,2,10,Yes,Yes,29.088497,0
36,2032,No,3,9,No,Yes,26.724781,2036
10,2033,No,6,10,Yes,No,23.095495,0
6,2032,No,6,9,Yes,No,24.804914,0
5,2034,No,4,5,No,No,26.195538,0
23,2035,No,2,8,Yes,Yes,29.816193,0
10,2034,No,6,12,No,No,25.600439,0
28,2035,No,3,10,Yes,No,29.249189,0
31,2038,Yes,3,13,No,No,30.544439,2038
39,2035,No,6,10,Yes,No,22.672222,2036
40,2039,Yes,4,9,Yes,No,31.687056,2036
32,2033,No,3,9,No,Yes,32.304829,2038
3,2038,Yes,5,9,Yes,Yes,17.483646,2034
7,2035,No,5,11,No,Yes,28.857445,0
27,2040,No,6,9,Yes,No,32.512474,0
15,2037,No,5,9,Yes,Yes,29.613375,0
12,2038,No,5,10,Yes,Yes,22.044632,0
3,2035,Yes,5,15,Yes,Yes,28.875259,2034
30,2038,No,6,12,No,Yes,30.331659,0
19,2040,No,5,8,Yes,Yes,24.674822,0
32,2038,Yes,3,11,Yes,Yes,25.471533,2038
22,2035,No,5,7,Yes,No,28.407412,0
5,2040,No,4,13,No,No,24.251444,0
18,2034,No,5,9,No,No,26.012075,0
11,2038,No,7,12,No,Yes,30.797199,0
32,2034,No,3,13,Yes,Yes,28.456942,2038
19,2032,No,5,11,No,Yes,28.042593,0
24,2034,No,5,11,Yes,Yes,17.906919,0
14,2039,No,5,12,No,Yes,25.568785,0
27,2038,No,6,11,No,Yes,26.999479,0
3,2039,Yes,5,9,Yes,Yes,23.015438,2034
12,2032,No,5,11,Yes,Yes,22.341299,0
29,2033,No,3,14,Yes,Yes,20.368126,0
30,2034,No,6,9,No,No,27.252878,0
19,2038,No,5,7,Yes,No,29.634043,0
24,2033,No,5,10,No,No,25.084217,0
36,2035,No,3,9,Yes,No,34.231651,2036
25,2033,No,5,9,No,Yes,27.935047,0
7,2040,No,5,19,Yes,No,23.532072,0
20,2036,No,4,9,No,Yes,30.756615,0
20,2032,No,4,11,No,No,32.872295,0
20,2038,No,4,9,Yes,Yes,28.582731,0
10,2033,No,6,11,No,Yes,22.296635,0
8,2039,No,4,9,No,Yes,21.563675,0
17,2038,No,6,9,Yes,Yes,16.820944,0
10,2037,No,6,9,Yes,No,27.833185,0
29,2040,No,3,11,No,Yes,27.549271,0
1,2040,Yes,6,8,Yes,Yes,17.230772,2034
13,2039,No,3,8,No,No,26.575798,0
18,2033,No,5,9,Yes,No,34.521954,0
27,2036,No,6,11,No,No,31.214912,0
3,2036,Yes,5,12,Yes,No,28.306108,2034
16,2035,No,3,9,Yes,No,34.45322,0
9,2038,No,3,9,Yes,Yes,26.275846,0
21,2036,No,4,10,Yes,Yes,19.022793,0
38,2039,Yes,7,12,Yes,Yes,21.168924,2036
8,2032,No,4,9,No,No,28.324457,0
8,2039,No,4,13,No,Yes,23.477369,0
17,2038,No,6,9,No,Yes,30.0126,0
33,2036,No,3,9,Yes,No,21.489401,2038
34,2039,Yes,3,9,Yes,Yes,21.257353,2038
16,2032,No,3,9,Yes,No,24.686195,0
17,2039,No,6,17,No,No,21.002201,0
32,2040,Yes,3,9,Yes,Yes,21.133881,2038
36,2039,Yes,3,8,No,No,26.514503,2036
6,2037,No,6,11,No,Yes,21.804209,0
18,2035,No,5,9,No,No,31.49892,0
5,2040,No,4,9,Yes,Yes,27.489504,0
37,2035,No,6,12,Yes,Yes,28.904003,2036
38,2035,No,7,9,Yes,Yes,26.264099,2036
19,2037,No,5,12,Yes,Yes,23.614212,0
8,2034,No,4,10,No,No,25.141495,0
33,2038,Yes,3,7,No,Yes,17.120827,2038
26,2037,No,4,7,No,Yes,22.838354,0
18,2037,No,5,7,Yes,Yes,27.560326,0
34,2039,Yes,3,17,Yes,Yes,17.704334,2038
17,2036,No,6,9,Yes,No,35.955765,0
33,2034,No,3,9,No,No,26.23605,2038
10,2033,No,6,9,Yes,Yes,24.327021,0
10,2033,No,6,8,Yes,Yes,24.99794,0
15,2040,No,5,11,Yes,Yes,23.971016,0
27,2039,No,6,19,Yes,Yes,26.737585,0
8,2035,No,4,8,No,Yes,33.427933,0
21,2032,No,4,12,No,Yes,26.535873,0
2,2032,No,6,0,No,No,23.269806,2034
8,2038,No,4,9,Yes,No,21.233973,0
25,2032,No,5,9,Yes,No,29.255283,0
21,2035,No,4,9,Yes,Yes,31.777561,0
40,2040,Yes,4,9,No,Yes,18.833187,2036
13,2032,No,3,15,No,Yes,23.25423,0
36,2040,Yes,3,9,No,Yes,23.430977,2036
6,2036,No,6,13,No,No,19.762207,0
14,2039,No,5,9,No,Yes,17.966106,0
3,2034,Yes,5,8,Yes,No,22.531088,2034
31,2037,No,3,12,No,Yes,22.443773,2038
17,2039,No,6,8,No,No,28.148195,0
26,2032,No,4,12,Yes,No,33.741028,0
39,2032,No,6,9,Yes,No,32.099998,2036
32,2035,No,3,10,Yes,No,30.430943,2038
24,2039,No,5,9,No,Yes,24.266262,0
8,2038,No,4,14,No,Yes,22.452211,0
29,2035,No,3,9,Yes,No,24.479717,0
39,2037,Yes,6,9,No,No,20.158033,2036
26,2032,No,4,13,Yes,No,28.443842,0
35,2032,No,3,9,No,No,18.626686,2038
23,2038,No,2,14,Yes,No,26.260036,0
36,2037,Yes,3,9,Yes,Yes,28.354614,2036
14,2033,No,5,10,No,Yes,25.45977,0
25,2036,No,5,8,No,Yes,24.505825,0
25,2036,No,5,8,No,Yes,21.980337,0
20,2037,No,4,10,Yes,No,28.423008,0
25,2035,No,5,9,No,No,34.574539,0
33,2032,No,3,8,Yes,Yes,24.674417,2038
16,2040,No,3,9,Yes,Yes,16.661016,0
11,2032,No,7,9,No,No,23.781511,0
39,2038,Yes,6,16,No,Yes,13.701315,2036
30,2033,No,6,14,Yes,No,28.86964,0
8,2036,No,4,14,Yes,Yes,23.81842,0
37,2037,Yes,6,10,Yes,Yes,24.180202,2036
9,2034,No,3,9,No,Yes,23.032362,0
5,2032,No,4,15,No,Yes,32.743649,0
21,2033,No,4,12,No,No,23.146517,0
35,2035,No,3,9,Yes,Yes,31.543898,2038
23,2033,No,2,8,Yes,Yes,25.029863,0
2,2040,Yes,6,11,No,Yes,29.533718,2034
15,2035,No,5,8,No,Yes,24.169411,0
29,2036,No,3,9,Yes,No,20.704018,0
16,2034,No,3,10,No,No,24.625978,0
3,2038,Yes,5,9,No,Yes,18.350634,2034
32,2037,No,3,8,No,Yes,21.169498,2038
15,2033,No,5,9,No,No,33.390709,0
18,2040,No,5,8,Yes,No,32.118126,0
28,2037,No,3,9,Yes,No,25.215652,0
7,2033,No,5,9,Yes,No,31.018642,0
16,2032,No,3,11,No,Yes,22.220795,0
1,2038,Yes,6,12,No,Yes,19.030735,2034
33,2033,No,3,9,No,Yes,23.627184,2038
6,2035,No,6,8,No,Yes,18.64922,0
13,2040,No,3,10,Yes,No,21.037075,0
8,2038,No,4,7,No,Yes,23.429335,0
22,2032,No,5,10,No,Yes,30.208384,0
12,2038,No,5,13,Yes,No,26.054953,0
27,2039,No,6,12,Yes,No,19.418159,0
6,2038,No,6,10,No,No,23.571823,0
5,2040,No,4,12,No,No,18.169191,0
39,2040,Yes,6,9,Yes,Yes,21.025837,2036
7,2035,No,5,9,No,Yes,23.270315,0
22,2036,No,5,9,Yes,Yes,23.689077,0
15,2032,No,5,9,Yes,Yes,30.917665,0
5,2034,No,4,9,No,No,32.059162,0
24,2038,No,5,7,No,No,34.397602,0
8,2034,No,4,15,No,Yes,19.65255,0
32,2037,No,3,12,No,Yes,28.911379,2038
25,2039,No,5,10,No,Yes,24.906071,0
10,2034,No,6,9,Yes,Yes,21.526875,0
16,2033,No,3,9,No,Yes,29.92417,0
23,2035,No,2,13,No,Yes,25.005236,0
16,2034,No,3,19,No,No,33.028793,0
15,2039,No,5,10,Yes,Yes,26.048246,0
37,2040,Yes,6,11,No,Yes,23.615623,2036
26,2037,No,4,12,Yes,Yes,34.08894,0
24,2032,No,5,10,Yes,Yes,34.764427,0
3,2034,Yes,5,12,No,Yes,24.859699,2034
16,2034,No,3,9,No,No,23.240942,0
23,2038,No,2,9,No,No,21.544693,0
24,2034,No,5,9,No,Yes,28.092552,0
25,2039,No,5,9,No,Yes,27.17997,0
36,2035,No,3,15,Yes,Yes,32.940762,2036
11,2040,No,7,9,Yes,No,36.406918,0
26,2034,No,4,8,No,Yes,28.287476,0
34,2036,No,3,9,No,Yes,18.577587,2038
3,2039,Yes,5,11,No,Yes,19.421955,2034
21,2033,No,4,8,Yes,No,31.801195,0
39,2033,No,6,9,Yes,No,21.241945,2036
11,2038,No,7,9,Yes,Yes,20.565426,0
29,2037,No,3,8,No,No,19.059204,0
12,2032,No,5,9,No,Yes,32.614262,0
33,2033,No,3,9,No,No,24.428961,2038
19,2037,No,5,9,Yes,No,27.054234,0
7,2033,No,5,10,No,Yes,23.762272,0
17,2032,No,6,9,No,Yes,21.641352,0
1,2039,Yes,6,9,No,No,19.89094,2034
13,2037,No,3,9,Yes,Yes,37.158997,0
36,2036,Yes,3,17,No,No,25.507801,2036
4,2033,No,5,11,Yes,Yes,19.986689,0
37,2033,No,6,11,No,Yes,33.579048,2036
11,2033,No,7,8,Yes,No,32.430779,0
39,2036,Yes,6,8,No,Yes,18.510788,2036
39,2038,Yes,6,10,Yes,Yes,26.894764,2036
39,2039,Yes,6,11,Yes,Yes,20.928635,2036
7,2034,No,5,9,Yes,No,20.117994,0
24,2038,No,5,10,No,No,28.778282,0
5,2032,No,4,8,Yes,No,26.747536,0
29,2036,No,3,8,Yes,No,17.845476,0
9,2034,No,3,9,Yes,No,31.141321,0
4,2035,No,5,9,Yes,Yes,23.175034,0
30,2037,No,6,9,Yes,Yes,20.549417,0
9,2038,No,3,9,No,Yes,27.60681,0
15,2039,No,5,9,Yes,No,26.917358,0
20,2040,No,4,9,No,Yes,33.231365,0
33,2035,No,3,10,Yes,Yes,18.741701,2038
34,2032,No,3,8,Yes,Yes,24.83169,2038
27,2033,No,6,12,Yes,Yes,21.823471,0
16,2032,No,3,18,Yes,Yes,34.089199,0
19,2032,No,5,9,Yes,Yes,21.061827,0
16,2034,No,3,9,No,No,27.471304,0
34,2035,No,3,8,Yes,Yes,24.252203,2038
19,2032,No,5,11,Yes,Yes,33.069393,0
14,2032,No,5,7,Yes,Yes,22.246099,0
27,2039,No,6,9,No,Yes,20.204636,0
15,2040,No,5,9,Yes,Yes,27.331059,0
7,2035,No,5,9,No,Yes,27.524443,0
13,2034,No,3,12,Yes,No,24.076427,0
5,2037,No,4,9,No,Yes,30.013735,0
39,2035,No,6,10,Yes,Yes,21.394016,2036
10,2039,No,6,8,No,No,32.420628,0
40,2038,Yes,4,9,Yes,No,26.666628,2036
20,2037,No,4,9,Yes,No,25.400728,0
22,2032,No,5,12,Yes,No,24.691395,0
28,2035,No,3,9,Yes,Yes,32.005688,0
4,2039,No,5,9,No,No,25.181356,0
30,2039,No,6,9,No,Yes,23.308136,0
2,2032,No,6,9,Yes,Yes,19.742027,2034
14,2034,No,5,19,Yes,Yes,29.337786,0
1,2039,Yes,6,9,Yes,Yes,28.004713,2034
38,2036,Yes,7,9,No,Yes,20.696276,2036
38,2032,No,7,9,No,No,29.306347,2036
26,2040,No,4,8,Yes,Yes,20.23032,0
24,2040,No,5,9,No,Yes,19.891352,0
5,2034,No,4,10,No,No,32.889233,0
40,2036,Yes,4,12,Yes,No,25.014618,2036
20,2035,No,4,7,Yes,No,23.876471,0
19,2035,No,5,9,Yes,Yes,31.342236,0
39,2039,Yes,6,9,Yes,Yes,24.064726,2036
14,2034,No,5,7,No,Yes,37.556797,0
38,2034,No,7,17,No,Yes,26.872316,2036
40,2032,No,4,9,Yes,Yes,24.84404,2036
4,2034,No,5,9,Yes,Yes,31.921515,0
12,2040,No,5,9,Yes,No,32.001301,0
6,2034,No,6,10,Yes,Yes,19.613098,0
15,2039,No,5,7,No,Yes,17.81922,0
23,2034,No,2,10,No,No,24.322613,0
39,2040,Yes,6,13,No,No,29.415411,2036
23,2033,No,2,9,No,Yes,27.478487,0
17,2035,No,6,19,Yes,No,30.528933,0
14,2034,No,5,10,Yes,Yes,22.853559,0
7,2034,No,5,9,Yes,Yes,18.535652,0
14,2034,No,5,9,No,Yes,31.008179,0
34,2038,Yes,3,11,No,Yes,23.886736,2038
13,2037,No,3,13,No,Yes,23.591274,0
9,2040,No,3,13,Yes,Yes,31.773869,0
8,2036,No,4,9,No,Yes,23.958429,0
31,2039,Yes,3,9,No,No,23.131824,2038
16,2039,No,3,9,No,No,24.031326,0
26,2039,No,4,7,Yes,Yes,21.520821,0
31,2038,Yes,3,8,No,Yes,24.817976,2038
7,2032,No,5,10,No,No,19.502687,0
14,2038,No,5,9,No,Yes,21.769468,0
11,2034,No,7,9,Yes,No,29.545616,0
13,2038,No,3,8,Yes,No,23.951956,0
40,2032,No,4,19,No,Yes,27.702658,2036
37,2039,Yes,6,8,Yes,No,25.36261,2036
20,2036,No,4,8,Yes,No,25.648691,0
29,2033,No,3,14,Yes,No,31.266565,0
33,2039,Yes,3,8,No,No,22.005249,2038
39,2035,No,6,12,Yes,Yes,18.825825,2036
10,2037,No,6,9,No,No,28.357952,0
18,2034,No,5,8,No,No,27.658453,0
26,2035,No,4,9,Yes,Yes,32.974091,0
28,2034,No,3,9,No,No,29.62221,0
32,2037,No,3,17,No,Yes,31.414904,2038
20,2033,No,4,9,No,Yes,15.645265,0
27,2040,No,6,17,No,Yes,24.920141,0
30,2035,No,6,9,No,Yes,28.148252,0
20,2034,No,4,12,No,Yes,29.474771,0
34,2034,No,3,12,No,No,23.09297,2038
32,2038,Yes,3,11,Yes,Yes,21.86227,2038
24,2040,No,5,0,Yes,Yes,26.824816,0
26,2035,No,4,9,Yes,Yes,20.469748,0
18,2034,No,5,9,Yes,No,32.154217,0
6,2037,No,6,9,No,No,20.828234,0
10,2038,No,6,10,Yes,Yes,24.67445,0
12,2039,No,5,14,No,Yes,20.726563,0
12,2039,No,5,10,Yes,Yes,19.234915,0
36,2033,No,3,9,No,Yes,19.401222,2036
31,2037,No,3,11,No,Yes,23.696194,2038
10,2035,No,6,14,No,Yes,21.487514,0
7,2034,No,5,9,Yes,Yes,26.975559,0
29,2040,No,3,9,No,No,18.380026,0
30,2037,No,6,8,Yes,Yes,26.452362,0
37,2040,Yes,6,9,No,No,21.986511,2036
30,2034,No,6,9,No,Yes,18.534157,0
38,2036,Yes,7,11,Yes,No,28.276085,2036
39,2040,Yes,6,15,No,Yes,18.3155,2036
10,2037,No,6,9,No,Yes,29.035276,0
38,2036,Yes,7,9,Yes,Yes,27.096708,2036
11,2032,No,7,7,No,No,26.122824,0
30,2040,No,6,18,No,Yes,14.37447,0
27,2038,No,6,11,Yes,Yes,24.12324,0
12,2033,No,5,16,No,Yes,15.71812,0
29,2034,No,3,13,No,No,30.212233,0
19,2040,No,5,9,No,Yes,28.207491,0
24,2034,No,5,8,No,Yes,16.910543,0
14,2039,No,5,10,No,Yes,18.457493,0
13,2037,No,3,9,Yes,Yes,29.811193,0
23,2037,No,2,11,No,No,21.5411,0
4,2034,No,5,9,Yes,No,32.325081,0
23,2033,No,2,9,Yes,Yes,27.106186,0
10,2032,No,6,10,Yes,Yes,28.31031,0
29,2040,No,3,9,No,No,34.489059,0
29,2037,No,3,16,No,Yes,20.604431,0
36,2032,No,3,9,No,Yes,27.950764,2036
6,2035,No,6,0,No,No,28.259485,0
5,2038,No,4,9,Yes,No,31.797594,0
17,2034,No,6,9,Yes,No,25.211388,0
19,2038,No,5,9,No,No,18.855198,0
30,2032,No,6,0,No,Yes,28.60339,0
31,2035,No,3,7,Yes,Yes,30.959679,2038
7,2032,No,5,12,No,Yes,25.967592,0
21,2032,No,4,12,Yes,Yes,25.79612,0
25,2038,No,5,8,Yes,No,23.190411,0
22,2036,No,5,12,Yes,No,32.408821,0
29,2036,No,3,9,No,Yes,24.705175,0
34,2036,No,3,9,Yes,Yes,32.654114,2038
21,2035,No,4,12,No,Yes,25.509754,0
19,2039,No,5,9,Yes,No,28.596163,0
15,2038,No,5,11,Yes,Yes,22.553669,0
7,2040,No,5,10,Yes,Yes,28.409164,0
40,2033,No,4,11,Yes,Yes,27.585392,2036
13,2033,No,3,9,Yes,Yes,18.957197,0
22,2036,No,5,18,Yes,Yes,31.016468,0
5,2037,No,4,10,No,No,23.33041,0
34,2035,No,3,11,Yes,Yes,33.94735,2038
4,2035,No,5,9,No,Yes,30.238031,0
29,2035,No,3,9,Yes,Yes,22.755182,0
33,2032,No,3,9,No,Yes,26.770521,2038
31,2037,No,3,9,No,Yes,30.412571,2038
15,2035,No,5,10,No,Yes,34.89249,0
20,2034,No,4,10,No,Yes,26.957279,0
31,2038,Yes,3,11,Yes,Yes,19.48901,2038
13,2033,No,3,19,Yes,Yes,23.73778,0
36,2032,No,3,9,No,Yes,19.795336,2036
40,2035,No,4,9,Yes,Yes,25.143862,2036
7,2040,No,5,9,Yes,No,26.664616,0
27,2037,No,6,9,No,Yes,16.695328,0
10,2032,No,6,8,No,Yes,21.337635,0
18,2034,No,5,15,No,Yes,20.689953,0
26,2035,No,4,10,No,No,26.060156,0
7,2039,No,5,9,No,Yes,26.225201,0
12,2039,No,5,11,No,Yes,20.294842,0
39,2037,Yes,6,10,Yes,Yes,22.887804,2036
19,2033,No,5,10,Yes,Yes,25.96701,0
7,2039,No,5,12,No,Yes,16.987373,0
10,2032,No,6,9,Yes,Yes,24.268785,0
25,2032,No,5,7,No,Yes,29.293234,0
30,2034,No,6,9,Yes,Yes,21.118006,0
